0	0	0
0	0.111111	0
0	0.222222	0
0	0.333333	0
0	0.444444	0
0	0.555556	0
0	0.666667	0
0	0.777778	0
0	0.888889	0
0	1	0

0.111111	0	0
0.111111	0.111111	0.175816
0.111111	0.222222	0.351631
0.111111	0.333333	0.509256
0.111111	0.444444	0.594115
0.111111	0.555556	0.533808
0.111111	0.666667	0.403639
0.111111	0.777778	0.261056
0.111111	0.888889	0.126572
0.111111	1	0

0.222222	0	0
0.222222	0.111111	0.351631
0.222222	0.222222	0.721454
0.222222	0.333333	1.09128
0.222222	0.444444	1.3334
0.222222	0.555556	1.13748
0.222222	0.666667	0.819693
0.222222	0.777778	0.514013
0.222222	0.888889	0.245233
0.222222	1	0

0.333333	0	0
0.333333	0.111111	0.509256
0.333333	0.222222	1.09128
0.333333	0.333333	1.801
0.333333	0.444444	2.51072
0.333333	0.555556	1.86301
0.333333	0.666667	1.22364
0.333333	0.777778	0.73007
0.333333	0.888889	0.340346
0.333333	1	0

0.444444	0	0
0.444444	0.111111	0.594115
0.444444	0.222222	1.3334
0.444444	0.333333	2.51072
0.444444	0.444444	5.04547
0.444444	0.555556	2.58022
0.444444	0.666667	1.48178
0.444444	0.777778	0.842282
0.444444	0.888889	0.38608
0.444444	1	0

0.555556	0	0
0.555556	0.111111	0.533808
0.555556	0.222222	1.13748
0.555556	0.333333	1.86301
0.555556	0.444444	2.58022
0.555556	0.555556	1.93061
0.555556	0.666667	1.281
0.555556	0.777778	0.771193
0.555556	0.888889	0.361691
0.555556	1	0

0.666667	0	0
0.666667	0.111111	0.403639
0.666667	0.222222	0.819693
0.666667	0.333333	1.22364
0.666667	0.444444	1.48178
0.666667	0.555556	1.281
0.666667	0.666667	0.940401
0.666667	0.777778	0.599804
0.666667	0.888889	0.28949
0.666667	1	0

0.777778	0	0
0.777778	0.111111	0.261056
0.777778	0.222222	0.514013
0.777778	0.333333	0.73007
0.777778	0.444444	0.842282
0.777778	0.555556	0.771193
0.777778	0.666667	0.599804
0.777778	0.777778	0.398134
0.777778	0.888889	0.196464
0.777778	1	0

0.888889	0	0
0.888889	0.111111	0.126572
0.888889	0.222222	0.245233
0.888889	0.333333	0.340346
0.888889	0.444444	0.38608
0.888889	0.555556	0.361691
0.888889	0.666667	0.28949
0.888889	0.777778	0.196464
0.888889	0.888889	0.098232
0.888889	1	0

1	0	0
1	0.111111	0
1	0.222222	0
1	0.333333	0
1	0.444444	0
1	0.555556	0
1	0.666667	0
1	0.777778	0
1	0.888889	0
1	1	0

