0	0	0
0	0.0153846	0
0	0.0307692	0
0	0.0461538	0
0	0.0615385	0
0	0.0769231	0
0	0.0923077	0
0	0.107692	0
0	0.123077	0
0	0.138462	0
0	0.153846	0
0	0.169231	0
0	0.184615	0
0	0.2	0
0	0.215385	0
0	0.230769	0
0	0.246154	0
0	0.261538	0
0	0.276923	0
0	0.292308	0
0	0.307692	0
0	0.323077	0
0	0.338462	0
0	0.353846	0
0	0.369231	0
0	0.384615	0
0	0.4	0
0	0.415385	0
0	0.430769	0
0	0.446154	0
0	0.461538	0
0	0.476923	0
0	0.492308	0
0	0.507692	0
0	0.523077	0
0	0.538462	0
0	0.553846	0
0	0.569231	0
0	0.584615	0
0	0.6	0
0	0.615385	0
0	0.630769	0
0	0.646154	0
0	0.661538	0
0	0.676923	0
0	0.692308	0
0	0.707692	0
0	0.723077	0
0	0.738462	0
0	0.753846	0
0	0.769231	0
0	0.784615	0
0	0.8	0
0	0.815385	0
0	0.830769	0
0	0.846154	0
0	0.861538	0
0	0.876923	0
0	0.892308	0
0	0.907692	0
0	0.923077	0
0	0.938462	0
0	0.953846	0
0	0.969231	0
0	0.984615	0
0	1	0

0.0153846	0	0
0.0153846	0.0153846	5.81483e-010
0.0153846	0.0307692	1.57894e-009
0.0153846	0.0461538	2.5688e-009
0.0153846	0.0615385	5.26119e-009
0.0153846	0.0769231	7.85212e-009
0.0153846	0.0923077	1.51036e-008
0.0153846	0.107692	2.18215e-008
0.0153846	0.123077	4.00265e-008
0.0153846	0.138462	5.6194e-008
0.0153846	0.153846	9.84961e-008
0.0153846	0.169231	1.34332e-007
0.0153846	0.184615	2.25204e-007
0.0153846	0.2	2.98175e-007
0.0153846	0.215385	4.78473e-007
0.0153846	0.230769	6.14555e-007
0.0153846	0.246154	9.44539e-007
0.0153846	0.261538	1.17594e-006
0.0153846	0.276923	1.73206e-006
0.0153846	0.292308	2.08842e-006
0.0153846	0.307692	2.94937e-006
0.0153846	0.323077	3.44102e-006
0.0153846	0.338462	4.66146e-006
0.0153846	0.353846	5.2575e-006
0.0153846	0.369231	6.83455e-006
0.0153846	0.384615	7.44486e-006
0.0153846	0.4	9.29072e-006
0.0153846	0.415385	9.76514e-006
0.0153846	0.430769	1.17032e-005
0.0153846	0.446154	1.18583e-005
0.0153846	0.461538	1.36542e-005
0.0153846	0.476923	1.33262e-005
0.0153846	0.492308	1.47499e-005
0.0153846	0.507692	1.38553e-005
0.0153846	0.523077	1.47499e-005
0.0153846	0.538462	1.33262e-005
0.0153846	0.553846	1.36542e-005
0.0153846	0.569231	1.18583e-005
0.0153846	0.584615	1.17032e-005
0.0153846	0.6	9.76514e-006
0.0153846	0.615385	9.29072e-006
0.0153846	0.630769	7.44486e-006
0.0153846	0.646154	6.83455e-006
0.0153846	0.661538	5.2575e-006
0.0153846	0.676923	4.66146e-006
0.0153846	0.692308	3.44102e-006
0.0153846	0.707692	2.94937e-006
0.0153846	0.723077	2.08842e-006
0.0153846	0.738462	1.73206e-006
0.0153846	0.753846	1.17594e-006
0.0153846	0.769231	9.44539e-007
0.0153846	0.784615	6.14555e-007
0.0153846	0.8	4.78473e-007
0.0153846	0.815385	2.98175e-007
0.0153846	0.830769	2.25204e-007
0.0153846	0.846154	1.34332e-007
0.0153846	0.861538	9.84945e-008
0.0153846	0.876923	5.61913e-008
0.0153846	0.892308	4.00195e-008
0.0153846	0.907692	2.18097e-008
0.0153846	0.923077	1.50749e-008
0.0153846	0.938462	7.8051e-009
0.0153846	0.953846	5.15322e-009
0.0153846	0.969231	2.39673e-009
0.0153846	0.984615	1.20394e-009
0.0153846	1	0

0.0307692	0	0
0.0307692	0.0153846	1.57894e-009
0.0307692	0.0307692	3.16548e-009
0.0307692	0.0461538	6.91807e-009
0.0307692	0.0615385	1.06238e-008
0.0307692	0.0769231	2.09179e-008
0.0307692	0.0923077	3.07408e-008
0.0307692	0.107692	5.75215e-008
0.0307692	0.123077	8.20905e-008
0.0307692	0.138462	1.4671e-007
0.0307692	0.153846	2.03458e-007
0.0307692	0.169231	3.47704e-007
0.0307692	0.184615	4.6831e-007
0.0307692	0.2	7.65915e-007
0.0307692	0.215385	1.00116e-006
0.0307692	0.230769	1.56804e-006
0.0307692	0.246154	1.98766e-006
0.0307692	0.261538	2.98301e-006
0.0307692	0.276923	3.66387e-006
0.0307692	0.292308	5.27148e-006
0.0307692	0.307692	6.26804e-006
0.0307692	0.323077	8.64958e-006
0.0307692	0.338462	9.94733e-006
0.0307692	0.353846	1.31707e-005
0.0307692	0.369231	1.46359e-005
0.0307692	0.384615	1.86001e-005
0.0307692	0.4	1.99529e-005
